,User,Date,Tweet Count,Tweet,Compound Score,Positive Score,Neutral Score,Negative Score
24,@nytimes,2018-08-01 19:15:05+00:00,24,"What is QAnon? Well, do you remember Pizzagate? It's a little like that: a web of baseless conspiracy theories. https://t.co/vbTGVDJudb",-0.1162,0.202,0.65,0.147
424,@FoxNews,2018-08-01 22:33:30+00:00,24,".@GillianHTurner: ""The Trump administration green-lighted a plan [Wednesday] that allows health insurers to offer c… https://t.co/WHDEjXrCER",0.0,0.0,1.0,0.0
224,@BBCWorld,2018-08-01 13:37:54+00:00,24,Jellyfish sting dozens as Germany and Sweden battle plague https://t.co/Bn5L4zqrdV,-0.3818,0.0,0.776,0.224
324,@CBSNews,2018-08-01 20:40:39+00:00,24,"Harrisburg Diocese identifies 71 alleged sex abusers, cites failure of bishops https://t.co/V1PnGtXIe3 https://t.co/ileL2L5gQp",-0.7845,0.0,0.615,0.385
124,@cnn,2018-08-01 22:28:15+00:00,24,"RT @AC360: ""They're using kids as a weapon ... all they wanted to do was get back to their mom"" - Senator @amyklobuchar on family separatio…",-0.296,0.0,0.913,0.087
223,@BBCWorld,2018-08-01 14:12:05+00:00,23,How likely are you to survive a plane crash? https://t.co/RouWcuAwgh,-0.4019,0.0,0.748,0.252
323,@CBSNews,2018-08-01 21:01:22+00:00,23,WATCH: Rescuers find dog that survived wildfire by hiding inside an oven https://t.co/CxFdGiYpXo,0.2732,0.2,0.667,0.133
423,@FoxNews,2018-08-01 22:35:41+00:00,23,"Pet pig scares off would-be robbers at Indiana home, police say https://t.co/MlcUjnL3Vy",-0.34,0.0,0.821,0.179
23,@nytimes,2018-08-01 19:30:10+00:00,23,"The Freemason groups of England and Wales addressed the status of transgender people for the first time, saying men… https://t.co/C7HZktVBgN",0.0,0.0,1.0,0.0
123,@cnn,2018-08-01 22:28:51+00:00,23,A woman says a supermarket called police on her while she was helping a homeless man https://t.co/WyYIq7CEoO https://t.co/GaGWrL9y0M,0.296,0.136,0.864,0.0
22,@nytimes,2018-08-01 19:45:05+00:00,22,"Why is the U.S. Embassy in London auctioning 1,200 rolls of toilet paper? We asked. They explained. https://t.co/SLGH5xEApJ",0.0,0.0,1.0,0.0
322,@CBSNews,2018-08-01 21:14:31+00:00,22,"Walmart, the nation's largest private employer, is facing a potential class-action lawsuit in New York for allegati… https://t.co/eHcHfzppih",-0.2263,0.0,0.894,0.106
422,@FoxNews,2018-08-01 22:39:18+00:00,22,Ohio State coach Urban Meyer put on leave amid abuse probe of fired assistant https://t.co/15uwFy4l62,-0.8402,0.0,0.571,0.429
122,@cnn,2018-08-01 22:29:15+00:00,22,RT @CNNSitRoom: CNN Exclusive: The TSA is considering eliminating passenger screening at smaller airports https://t.co/KzmLbrT88e https://t…,0.128,0.091,0.909,0.0
222,@BBCWorld,2018-08-01 14:35:31+00:00,22,Zimbabwe election: MDC Alliance supporters in Harare clashes https://t.co/aon26GND5M,0.4404,0.266,0.734,0.0
21,@nytimes,2018-08-01 20:00:06+00:00,21,Google withdrew from China 8 years ago to protest the country's censorship and online hacking. Now the company is b… https://t.co/vsNVoflKbA,-0.25,0.0,0.905,0.095
121,@cnn,2018-08-01 22:41:08+00:00,21,White House press secretary Sarah Sanders falsely blamed journalists for thwarting US spying on Osama bin Laden jus… https://t.co/P1neYHn73u,-0.5859,0.0,0.78,0.22
421,@FoxNews,2018-08-01 22:48:12+00:00,21,".@jonathanvswan on firing Mueller: ""There's nothing stopping [@POTUS] from doing it except the fact that he knows f… https://t.co/Na7oIFx0Ml",-0.2396,0.069,0.816,0.115
221,@BBCWorld,2018-08-01 14:48:28+00:00,21,Tajikistan attack: Four cyclists mown down are identified https://t.co/SgkM9D0G95,-0.4767,0.0,0.721,0.279
321,@CBSNews,2018-08-01 21:30:32+00:00,21,Flights at a Paris airport were delayed Wednesday after a brawl between two French rap stars and their entourages… https://t.co/s913CJuWlx,-0.2263,0.0,0.899,0.101
420,@FoxNews,2018-08-01 22:57:37+00:00,20,".@jonathanvswan on trade tensions with China: ""[@POTUS is] making a big gamble. His gamble is that he can break Pre… https://t.co/lAu6FXvmx9",-0.4019,0.0,0.876,0.124
320,@CBSNews,2018-08-01 21:45:00+00:00,20,"A U.S. appeals court says President Trump's executive order threatening to withhold funding from ""sanctuary cities""… https://t.co/HpdgKeTtFS",-0.5267,0.0,0.815,0.185
120,@cnn,2018-08-01 22:51:04+00:00,20,"LAPD officers had gone 13 years without killing a hostage or bystander while confronting armed suspects.

In the la… https://t.co/KORV8SMSGC",0.1321,0.15,0.68,0.17
220,@BBCWorld,2018-08-01 15:09:43+00:00,20,"👣👣👣

""Imagine, if you would, a world without feet"" - Commuters in Toronto are getting travel tips from a very famou… https://t.co/jKGFIm50x4",0.0,0.0,1.0,0.0
20,@nytimes,2018-08-01 20:15:05+00:00,20,Condé Nast lost $120 million last year. Now the company plans to put 3 magazines up for sale. https://t.co/hId96CmLmG,-0.3182,0.0,0.881,0.119
119,@cnn,2018-08-01 23:13:15+00:00,19,"Han Solo's jacket -- the one worn by Harrison Ford in the Star Wars Film ""The Empire Strikes Back"" -- could fetch o… https://t.co/A6q9XwDKrK",-0.8074,0.0,0.717,0.283
319,@CBSNews,2018-08-01 22:01:16+00:00,19,"A caravan of ""grannies"" is traveling 2,000 miles across the U.S. to the border with Mexico to protest family separa… https://t.co/7APn7HuoXG",-0.25,0.0,0.905,0.095
419,@FoxNews,2018-08-01 23:08:04+00:00,19,"Mueller's office flags alleged illegal foreign lobbying involving Tony Podesta, Vin Weber, Greg Craig https://t.co/QTsYCSRjWg",-0.5994,0.0,0.726,0.274
19,@nytimes,2018-08-01 20:30:10+00:00,19,The 5 largest quarterly stock buybacks on record now all belong to Apple https://t.co/NzFICM2WOJ,0.0,0.0,1.0,0.0
219,@BBCWorld,2018-08-01 16:05:00+00:00,19,Canada's Ontario government cuts basic income project short https://t.co/aqZAvvnxt5,-0.296,0.0,0.784,0.216
318,@CBSNews,2018-08-01 22:19:34+00:00,18,Google reportedly plans a return to China's search market and has been developing a censored version of its search… https://t.co/HD5p9uKnO5,-0.1531,0.0,0.914,0.086
118,@cnn,2018-08-01 23:14:53+00:00,18,RT @CNNSitRoom: Rep. Stewart on the Paul Manafort trial: “I think it’s quite unusual for a person who’s accused of white collar crime to be…,-0.6908,0.0,0.794,0.206
418,@FoxNews,2018-08-01 23:11:21+00:00,18,The @dodpaa hosts an honorable carry ceremony at @JointBasePHH. The flag-draped transfer cases being carried in the… https://t.co/okdgKVIhRW,0.5423,0.171,0.829,0.0
218,@BBCWorld,2018-08-01 16:19:17+00:00,18,Trump demands Russia probe end 'right now' https://t.co/dxNJ8aL4p4,0.0,0.0,1.0,0.0
18,@nytimes,2018-08-01 20:45:05+00:00,18,"As much as they may loath President Trump, members of the Green Party say several issues — including corporate dona… https://t.co/diKy468Zbf",0.4019,0.124,0.876,0.0
417,@FoxNews,2018-08-01 23:13:00+00:00,17,Twitter CEO says he gets why conservatives are suspicious of Big Tech. https://t.co/x8yk4Ah7fB,-0.3612,0.0,0.828,0.172
317,@CBSNews,2018-08-01 22:40:59+00:00,17,"Stunning new video shows an Aeromexico plane with 103 on board before it crashed in Durango, Mexico. 

Survivors sp… https://t.co/UHwygz10oE",0.3818,0.12,0.88,0.0
17,@nytimes,2018-08-01 21:01:05+00:00,17,"President Trump may raise tariffs on fish, handbags and other goods from China to 25%, not 10% as planned https://t.co/5XCtI5zXpz",0.0,0.0,1.0,0.0
117,@cnn,2018-08-01 23:16:08+00:00,17,Among the attendees of President Trump's rally in Florida were people holding up signs promoting an online right-wi… https://t.co/fSO4SkT6mK,0.3612,0.122,0.878,0.0
217,@BBCWorld,2018-08-01 16:36:25+00:00,17,'Disappearance' of top Chinese actress Fan Bingbing concerns fans https://t.co/9PV6o5jmEO,0.4767,0.339,0.661,0.0
116,@cnn,2018-08-01 23:19:10+00:00,16,President Trump's attorney Rudy Giuliani says his team received a response from special counsel Robert Mueller on a… https://t.co/fIO0HD5fiO,0.4019,0.137,0.863,0.0
316,@CBSNews,2018-08-01 22:43:16+00:00,16,Houston police have identified the suspect in the murder of a cardiologist who once treated president George H.W. B… https://t.co/RpNIPglIKZ,-0.7845,0.0,0.711,0.289
16,@nytimes,2018-08-01 21:17:19+00:00,16,"RT @rachelswarns: In mid-July, a group of Muslim children attending an Arabic literacy   program decided to swim at their local pool in Del…",0.0,0.0,1.0,0.0
416,@FoxNews,2018-08-01 23:20:15+00:00,16,.@VP makes remarks as @dodpaa hosts an honorable carry ceremony at @JointBasePHH. The flag-draped transfer cases be… https://t.co/D84WrPAV2C,0.5423,0.171,0.829,0.0
216,@BBCWorld,2018-08-01 16:52:48+00:00,16,In pictures: Zimbabwe election protesters clash with police https://t.co/hgy88mAoSF,-0.2263,0.0,0.808,0.192
115,@cnn,2018-08-01 23:43:35+00:00,15,"Kroger is launching ""Kroger Ship,"" a direct home delivery service, in four cities: Cincinnati, Houston, Louisville,… https://t.co/CDDaqFkDY8",0.0,0.0,1.0,0.0
315,@CBSNews,2018-08-01 22:47:27+00:00,15,"President Trump called for Attorney General Jeff Sessions to end Robert Mueller's Russia investigation, but White H… https://t.co/QabDlanMxz",0.0,0.0,1.0,0.0
215,@BBCWorld,2018-08-01 17:12:34+00:00,15,Chinese takeover of German firm Leifeld collapses https://t.co/O4BWWIx6G8,-0.296,0.0,0.761,0.239
415,@FoxNews,2018-08-01 23:25:57+00:00,15,"Democratic Socialist U.S. House candidate Sarah Smith: ""Single-payer systems save money."" #TheStory https://t.co/Zc1wZNOpF6",0.4939,0.211,0.789,0.0
15,@nytimes,2018-08-01 21:32:06+00:00,15,"1931: Black residents are required to submit “health certificates” to enter a Pittsburgh pool
1949: 50 black swimme… https://t.co/4kugwcH73z",0.0,0.0,1.0,0.0
114,@cnn,2018-08-01 23:45:05+00:00,14,Watch $5.5 million worth of luxury cars get smashed as Philippines President Rodrigo Duterte cracks down on smuggli… https://t.co/Ed4FPtMfTJ,0.2263,0.095,0.905,0.0
14,@nytimes,2018-08-01 21:47:07+00:00,14,You’re not the only one avoiding the subway in NYC. Ridership has dropped for the second year in a row as New Yorke… https://t.co/k2AW2zpDES,-0.34,0.0,0.902,0.098
214,@BBCWorld,2018-08-01 17:31:12+00:00,14,French rappers Booba and Kaaris brawl at Paris airport https://t.co/tbvLsBRmef,0.0,0.0,1.0,0.0
414,@FoxNews,2018-08-01 23:26:50+00:00,14,".@VP Pence: ""Some have called the Korean War 'The Forgotten War,' but today we prove these heroes were never forgot… https://t.co/EiAbdUPEpP",0.3716,0.169,0.683,0.148
314,@CBSNews,2018-08-01 22:50:52+00:00,14,"Officials say the Carr Fire has destroyed more than 1,000 homes, making it the sixth most destructive in California… https://t.co/meZwjwCSci",-0.8718,0.0,0.632,0.368
113,@cnn,2018-08-01 23:58:41+00:00,13,"Health alert issued for salads and wraps from Kroger, Trader Joe's and Walgreens due to concerns about possible par… https://t.co/WIFmR2urHj",0.296,0.104,0.896,0.0
13,@nytimes,2018-08-01 22:02:06+00:00,13,"The Fields Medal, bestowed every four years to mathematicians 40 years or younger, is often described as the subjec… https://t.co/FM38RI537y",0.4767,0.14,0.86,0.0
413,@FoxNews,2018-08-01 23:29:22+00:00,13,".@VP Pence: ""Our work will not be complete until all our fallen heroes are accounted for and home."" https://t.co/UvCasaKfDy",0.2023,0.145,0.746,0.11
213,@BBCWorld,2018-08-01 18:17:26+00:00,13,"""We had just taken off then the plane fell"" — passengers on an Aeroméxico flight that crashed in Mexico describe wh… https://t.co/qcfy1jW8TL",0.0,0.0,1.0,0.0
313,@CBSNews,2018-08-01 22:56:20+00:00,13,"Penn. is investigating the sexual abuse by priests in 6 Catholic dioceses. With the grand jury report due out soon,… https://t.co/cOB495o0b0",-0.296,0.119,0.714,0.167
212,@BBCWorld,2018-08-01 18:22:05+00:00,12,Shifted sands reveal Roman settlement in Alderney https://t.co/PcpyAU4wE9,0.0,0.0,1.0,0.0
12,@nytimes,2018-08-01 22:17:16+00:00,12,"RT @nytgraphics: The financial fraud trial of Paul Manafort, Donald J. Trump’s former campaign manager, opened on Tuesday. Here’s how he is…",-0.5859,0.0,0.847,0.153
312,@CBSNews,2018-08-01 22:59:55+00:00,12,An ISIS group in central Asia says it killed an American couple that was bike riding around the world. Chip Reid ha… https://t.co/Fu4TiO6TL5,-0.6705,0.0,0.83,0.17
412,@FoxNews,2018-08-01 23:38:19+00:00,12,".@VP Pence: ""We will never stop striving until every hero lost in the Korean War is home."" https://t.co/Suudj3gA07",-0.1808,0.214,0.545,0.241
112,@cnn,2018-08-02 00:02:40+00:00,12,"For the first time ever, Barbie is wearing a hijab. The new doll, which was announced in November 2017, is modeled… https://t.co/Qf2jruv4n8",0.0,0.0,1.0,0.0
11,@nytimes,2018-08-01 22:32:11+00:00,11,"Roughly three-dozen firefighters were searching for any remnants of their fallen colleague, Jeremy Stoke — a badge,… https://t.co/927x2dd3kh",-0.3612,0.0,0.857,0.143
411,@FoxNews,2018-08-01 23:38:24+00:00,11,Flag-draped transfer cases are escorted off the plane during the honorable carry ceremony at @JointBasePHH. The tra… https://t.co/jmrqmobs4B,0.5423,0.171,0.829,0.0
311,@CBSNews,2018-08-01 23:03:34+00:00,11,A 10-year-old named Clark Kent broke a swimming record held by Michael Phelps for 23 years. He also got the attenti… https://t.co/icpGN3VBfW,-0.4215,0.0,0.872,0.128
211,@BBCWorld,2018-08-01 18:29:39+00:00,11,Ethiopia's exiled patriarch Bishop Merkorios returns https://t.co/91Z5uZ5zyR,0.0,0.0,1.0,0.0
111,@cnn,2018-08-02 00:05:00+00:00,11,"On a hillside in Vietnam, giant hands extend, holding a new steel bridge that has attracted scores of visitors sinc… https://t.co/J5HX1RPXVu",0.5423,0.209,0.791,0.0
310,@CBSNews,2018-08-01 23:19:31+00:00,10,"French lawmakers approve fines for sex harassment on streets, ban on ""upskirting"" https://t.co/QZBvVo5LNQ https://t.co/bHXYhGJ4b5",-0.7964,0.0,0.628,0.372
410,@FoxNews,2018-08-01 23:46:49+00:00,10,Mueller prosecutors rebuked repeatedly by trial judge with a history of colorful rulings. https://t.co/1uoPzQVQBz,0.0,0.0,1.0,0.0
210,@BBCWorld,2018-08-01 18:45:13+00:00,10,McDonald's serves pregnant Canadian cleaning fluid latte https://t.co/QoFAExuDJN,0.0,0.0,1.0,0.0
110,@cnn,2018-08-02 00:09:54+00:00,10,Chefs Guy Fieri and José Andrés are doing everything they can to help feed the evacuees and first responders to Cal… https://t.co/IGVEdRTKCA,0.4019,0.114,0.886,0.0
10,@nytimes,2018-08-01 22:47:06+00:00,10,Evening Briefing: Here's what you need to know at the end of the day https://t.co/RSWRTKBwGD,0.0,0.0,1.0,0.0
9,@nytimes,2018-08-01 22:50:48+00:00,9,"RT @NYTSports: Urban Meyer claimed to not know about the accusations, but a report suggests his wife did https://t.co/SkFNLBDl0x",-0.1655,0.0,0.912,0.088
309,@CBSNews,2018-08-01 23:28:41+00:00,9,WATCH NOW: Vice Pence speaks at ceremony in Hawaii as remains of U.S. soldiers who fought in Korean War return home… https://t.co/OuHX8AieFD,-0.7351,0.0,0.763,0.237
209,@BBCWorld,2018-08-01 19:02:10+00:00,9,US hits Turkish ministers with sanctions over pastor Andrew Brunson https://t.co/jFfrpwyLfe,0.0,0.0,1.0,0.0
409,@FoxNews,2018-08-01 23:53:35+00:00,9,.@VP Pence's guests at the ceremony receiving the remains of Korean War servicemen lost their fathers in the war. https://t.co/eddRpz1toR,-0.8779,0.0,0.627,0.373
109,@cnn,2018-08-02 00:34:54+00:00,9,"To demonstrate Paul Manafort's elaborate spending habits, prosecutors released an image of a $15,000 coat made from… https://t.co/rq8kt20ocL",0.0,0.0,1.0,0.0
108,@cnn,2018-08-02 00:35:00+00:00,8,"The jacket Harrison Ford wore playing Han Solo in ""The Empire Strikes Back"" is expected to go for $1.3 million at a… https://t.co/cVD5rSmLNR",-0.1779,0.071,0.83,0.099
408,@FoxNews,2018-08-01 23:59:00+00:00,8,Arkansas man says he planned attack on cop who was accompanied by family. https://t.co/ODuxehBCeO,-0.4767,0.0,0.807,0.193
8,@nytimes,2018-08-01 23:02:08+00:00,8,Ohio State announced that Urban Meyer was being put on paid administrative leave while the university investigates… https://t.co/BYv8qfSin8,-0.0516,0.0,0.934,0.066
308,@CBSNews,2018-08-01 23:31:46+00:00,8,"""Some have called the Korean War the 'forgotten war,' but today we prove these heroes were never forgotten,"" Pence… https://t.co/MSMVqUaOWb",0.3716,0.176,0.671,0.154
208,@BBCWorld,2018-08-01 19:31:55+00:00,8,Jewellery thefts that shocked the world https://t.co/rnS0PY4ZlB,-0.3182,0.0,0.723,0.277
407,@FoxNews,2018-08-02 00:13:23+00:00,7,.@VP hails 'tangible progress' with North Korea as remains of presumed Korean War dead arrive in Hawaii https://t.co/c8VIpgXZBe,-0.7506,0.108,0.577,0.315
207,@BBCWorld,2018-08-01 19:48:28+00:00,7,RT @BBCNews: Passengers were forced to evacuate a Ryanair flight after a mobile phone connected to an external battery pack burst into flam…,-0.4588,0.0,0.87,0.13
7,@nytimes,2018-08-01 23:17:03+00:00,7,"RT @jakesilverstein: This weekend’s @NYTmag is devoted to one story, by @NathanielRich, about a crucial decade in the history of climate ch…",0.4019,0.119,0.881,0.0
107,@cnn,2018-08-02 00:40:42+00:00,7,"RT @AC360: Democratic Sen. Richard Blumenthal: The White House is moving the goalpost for a potential interview with Mueller, because “the…",0.0,0.0,1.0,0.0
307,@CBSNews,2018-08-01 23:33:32+00:00,7,"RT @CBSEveningNews: Aeromexico crash survivor: ""First thing I did was drink a big, big, big shot of tequila. I'm not gonna lie. I went to t…",-0.0516,0.095,0.802,0.103
406,@FoxNews,2018-08-02 00:19:56+00:00,6,New 'Terminator' image features Linda Hamilton in iconic role https://t.co/cEZQizOsJj,0.0,0.0,1.0,0.0
206,@BBCWorld,2018-08-01 20:14:58+00:00,6,New Zealand PM Jacinda Ardern returns from maternity leave https://t.co/n98cTOtfWq,-0.0516,0.0,0.882,0.118
6,@nytimes,2018-08-01 23:32:04+00:00,6,"“God, come to our aid”: Survivors of the Aeromexico flight that crashed tell their stories https://t.co/nks8AwsKxe",0.0,0.0,1.0,0.0
306,@CBSNews,2018-08-01 23:34:21+00:00,6,"""We see today as tangible progress in our attempts to achieve peace [with North Korea], but today's just the beginn… https://t.co/7zbfxRf74p",0.4854,0.179,0.821,0.0
106,@cnn,2018-08-02 00:41:07+00:00,6,The heads of the Senate Intelligence Committee said they're in discussions about providing a transcript of Maria Bu… https://t.co/obyEoaWQPZ,0.4767,0.154,0.846,0.0
105,@cnn,2018-08-02 00:41:52+00:00,5,"RT @OutFrontCNN: ""Donald Trump is supposed to be defending our country, instead he's busy defending Vladimir Putin and attacking our own in…",-0.4588,0.0,0.875,0.125
5,@nytimes,2018-08-01 23:47:03+00:00,5,Democratic congressional candidates around the U.S. are putting a health care message at the center of their campai… https://t.co/6frr9DPzui,0.4939,0.158,0.842,0.0
405,@FoxNews,2018-08-02 00:28:15+00:00,5,California Safeway calls cops on woman donating food to homeless man https://t.co/obcclpUxoq,0.0,0.0,1.0,0.0
305,@CBSNews,2018-08-01 23:38:54+00:00,5,"""We pledge to you that we will never stop striving until every hero lost in the Korean war is home,"" says VP Mike P… https://t.co/vvVofe4zsM",-0.1808,0.168,0.642,0.19
205,@BBCWorld,2018-08-01 20:56:18+00:00,5,The moment a passenger plane crashed in Mexico has been captured on video — thankfully all 103 people on board surv… https://t.co/w2xVUcDz5I,0.4215,0.128,0.872,0.0
404,@FoxNews,2018-08-02 00:35:33+00:00,4,"Florida woman arrested after leaving 6 kids ‘infested with lice’ at home, police say https://t.co/5yCpSlCq9B",-0.4767,0.0,0.807,0.193
304,@CBSNews,2018-08-01 23:43:02+00:00,4,WATCH: Remains of the fallen U.S. soldiers from Korean War escorted by military personnel. https://t.co/Ivxbw4u3zr https://t.co/1wrRn0epnI,-0.7506,0.0,0.686,0.314
4,@nytimes,2018-08-02 00:02:02+00:00,4,"Tesla said that it was still on pace to turn a profit later this year, after a quarter in which it continued to bur… https://t.co/XA1Y8nnGjm",0.4404,0.116,0.884,0.0
204,@BBCWorld,2018-08-01 22:40:25+00:00,4,Officer wins suit over claim he was mocked for black ancestry https://t.co/Xh20oNQpfW,0.34,0.231,0.625,0.144
104,@cnn,2018-08-02 00:51:06+00:00,4,"Hundreds of demonstrators gathered in Copenhagen, Denmark, wearing burqas and other face veils to protest a law aga… https://t.co/XmE3eW2f48",-0.25,0.0,0.895,0.105
203,@BBCWorld,2018-08-01 23:08:37+00:00,3,Russia shocked by mysterious murder of three journalists in CAR https://t.co/85gLbMFKk2,-0.7906,0.0,0.562,0.438
303,@CBSNews,2018-08-02 00:04:41+00:00,3,"Medal known as ""Nobel for mathematics"" stolen minutes after awarded to refugee https://t.co/m1wixJ6ETE https://t.co/goItByd62T",0.3818,0.29,0.55,0.16
403,@FoxNews,2018-08-02 00:46:58+00:00,3,RT @FoxBusiness: .@cvpayne provides an after hours stock update as markets were mixed on Fed and trade concerns. https://t.co/wswT3qqtW3 ht…,0.0,0.0,1.0,0.0
103,@cnn,2018-08-02 01:01:00+00:00,3,Huawei overtakes Apple to become the world’s second largest smartphone seller despite not having a presence in the… https://t.co/zqr3Mu0qgT,0.0,0.0,1.0,0.0
3,@nytimes,2018-08-02 00:17:03+00:00,3,"RT @NYTStyles: ""In its current form, wellness isn’t filling in the gaps left by medicine. It’s exploiting them."" — @DrJenGunter https://t.c…",0.0,0.122,0.756,0.122
402,@FoxNews,2018-08-02 00:50:01+00:00,2,'That's the Point of Government': WA 'Democratic Socialist' US House Candidate Defends Platform https://t.co/IsoA9guuPP,0.0,0.0,1.0,0.0
102,@cnn,2018-08-02 01:01:05+00:00,2,Donald Trump is averaging 7.6 mistruths a day | Analysis by @CillizzaCNN https://t.co/beM2XrzSd3,0.0,0.0,1.0,0.0
202,@BBCWorld,2018-08-01 23:11:21+00:00,2,The European populists monitoring 'sham' elections https://t.co/AKzn57XRiz,0.0,0.0,1.0,0.0
2,@nytimes,2018-08-02 00:32:02+00:00,2,"The best TV shows and movies new to Netflix, Amazon and more in August https://t.co/DxRIesXB0P",0.7096,0.312,0.688,0.0
302,@CBSNews,2018-08-02 00:25:15+00:00,2,Police ID suspect in killing of George H.W. Bush's doctor https://t.co/dIwuyWL60N https://t.co/zSRINMvcQi,-0.765,0.0,0.602,0.398
301,@CBSNews,2018-08-02 00:44:55+00:00,1,Employee at shelter for immigrant kids accused of molesting girl https://t.co/esyFtn9MCL https://t.co/4bYS2UgrEw,-0.7184,0.0,0.625,0.375
401,@FoxNews,2018-08-02 01:06:27+00:00,1,"""Today, we prove these heroes were never forgotten.""

@VP Pence​ spoke at a ceremony Wednesday as remains, believed… https://t.co/jRe3zuNykV",0.5106,0.163,0.837,0.0
201,@BBCWorld,2018-08-01 23:45:14+00:00,1,Toddler mauled by dog dies in Australia https://t.co/0bfD4QMvrO,0.0,0.0,1.0,0.0
101,@cnn,2018-08-02 01:01:55+00:00,1,Vice President Mike Pence greeted 55 flag-draped cases of what are believed to be the remains of American service m… https://t.co/zg2CaLlC2f,0.2732,0.095,0.905,0.0
1,@nytimes,2018-08-02 00:47:05+00:00,1,From @nytimestravel: A guide to 10 cities where you can have an upscale trip without paying top dollar https://t.co/2HFxU7e85E,-0.1511,0.0,0.914,0.086
300,@CBSNews,2018-08-02 01:04:30+00:00,0,"Spotify removes episodes of podcast hosted by Alex Jones, says they include hate speech https://t.co/yczjj3RubJ https://t.co/raovydqqO2",-0.5719,0.0,0.802,0.198
200,@BBCWorld,2018-08-02 00:00:24+00:00,0,The bean at the heart of America's trade war https://t.co/nAZsK178Bt,-0.5994,0.0,0.698,0.302
400,@FoxNews,2018-08-02 01:07:59+00:00,0,".@dbongino on Manafort trial: ""Paul Manafort is guilty of something, he's guilty of helping @realDonaldTrump win an… https://t.co/LApgHTWcOa",0.1027,0.234,0.547,0.219
100,@cnn,2018-08-02 01:02:09+00:00,0,RT @CNNPolitics: Vice President Mike Pence receives the possible remains of Americans killed in the Korean War https://t.co/uNyVkFv8V3 http…,-0.8555,0.0,0.669,0.331
0,@nytimes,2018-08-02 01:02:02+00:00,0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/pGnyegNxFm,0.0,0.0,1.0,0.0
